ID,Data Point,Column Name,Category,Sub Category,ACS Variable
481,"TravelTimeMode: Car, Truck, or Van (Drove Alone) 30 to 34 Minutes",traveltimemode_cartruckvan_drovealone_30to34,Transportation,Travel Time,C08134_017E
482,"TravelTimeMode: Car, Truck, or Van (Drove Alone) 35 to 44 Minutes",traveltimemode_cartruckvan_drovealone_35to44,Transportation,Travel Time,C08134_018E
483,"TravelTimeMode: Car, Truck, or Van (Drove Alone) 45 to 59 Minutes",traveltimemode_cartruckvan_drovealone_45to59,Transportation,Travel Time,C08134_019E
484,"TravelTimeMode: Car, Truck, or Van (Drove Alone) 60 or More Minutes",traveltimemode_cartruckvan_drovealone_60ormore,Transportation,Travel Time,C08134_020E
485,"TravelTimeMode: Car, Truck, or Van (Carpooled)",traveltimemode_cartruckvan_carpooled,Transportation,Travel Time,C08134_021E
486,"TravelTimeMode: Car, Truck, or Van (Carpooled) Less than 10 Minutes",traveltimemode_cartruckvan_carpooled_lessthan10,Transportation,Travel Time,C08134_022E
487,"TravelTimeMode: Car, Truck, or Van (Carpooled) 10 to 14 Minutes",traveltimemode_cartruckvan_carpooled_10to14,Transportation,Travel Time,C08134_023E
488,"TravelTimeMode: Car, Truck, or Van (Carpooled) 15 to 19 Minutes",traveltimemode_cartruckvan_carpooled_15to19,Transportation,Travel Time,C08134_024E
489,"TravelTimeMode: Car, Truck, or Van (Carpooled) 20 to 24 Minutes",traveltimemode_cartruckvan_carpooled_20to24,Transportation,Travel Time,C08134_025E
490,"TravelTimeMode: Car, Truck, or Van (Carpooled) 25 to 29 Minutes",traveltimemode_cartruckvan_carpooled_25to29,Transportation,Travel Time,C08134_026E
491,"TravelTimeMode: Car, Truck, or Van (Carpooled) 30 to 34 Minutes",traveltimemode_cartruckvan_carpooled_30to34,Transportation,Travel Time,C08134_027E
492,"TravelTimeMode: Car, Truck, or Van (Carpooled) 35 to 44 Minutes",traveltimemode_cartruckvan_carpooled_35to44,Transportation,Travel Time,C08134_028E
493,"TravelTimeMode: Car, Truck, or Van (Carpooled) 45 to 59 Minutes",traveltimemode_cartruckvan_carpooled_45to59,Transportation,Travel Time,C08134_029E
494,"TravelTimeMode: Car, Truck, or Van (Carpooled) 60 or More Minutes",traveltimemode_cartruckvan_carpooled_60ormore,Transportation,Travel Time,C08134_030E
495,TravelTimeMode: Public Transportation Excluding Taxi,traveltimemode_publictransportationexcludingtaxi,Transportation,Travel Time,C08134_031E
496,TravelTimeMode: Public Transportation Excluding Taxi Less than 10 Minutes,traveltimemode_publictransportationexcludingtaxi_lessthan10,Transportation,Travel Time,C08134_032E
497,TravelTimeMode: Public Transportation Excluding Taxi 10 to 14 Minutes,traveltimemode_publictransportationexcludingtaxi_10to14,Transportation,Travel Time,C08134_033E
498,TravelTimeMode: Public Transportation Excluding Taxi 15 to 19 Minutes,traveltimemode_publictransportationexcludingtaxi_15to19,Transportation,Travel Time,C08134_034E
499,TravelTimeMode: Public Transportation Excluding Taxi 20 to 24 Minutes,traveltimemode_publictransportationexcludingtaxi_20to24,Transportation,Travel Time,C08134_035E
500,TravelTimeMode: Public Transportation Excluding Taxi 25 to 29 Minutes,traveltimemode_publictransportationexcludingtaxi_25to29,Transportation,Travel Time,C08134_036E
501,TravelTimeMode: Public Transportation Excluding Taxi 30 to 34 Minutes,traveltimemode_publictransportationexcludingtaxi_30to34,Transportation,Travel Time,C08134_037E
502,TravelTimeMode: Public Transportation Excluding Taxi 35 to 44 Minutes,traveltimemode_publictransportationexcludingtaxi_35to44,Transportation,Travel Time,C08134_038E
503,TravelTimeMode: Public Transportation Excluding Taxi 45 to 59 Minutes,traveltimemode_publictransportationexcludingtaxi_45to59,Transportation,Travel Time,C08134_039E
504,TravelTimeMode: Public Transportation Excluding Taxi 60 or More Minutes,traveltimemode_publictransportationexcludingtaxi_60ormore,Transportation,Travel Time,C08134_040E
515,"TravelTimeMode: Taxi, Motorcycle, Bicycle, Walked or Other",traveltimemode_taximotorcyclebicyclewalkedother,Transportation,Travel Time,C08134_041E
516,"TravelTimeMode: Taxi, Motorcycle, Bicycle, Walked, or Other Less than 10 Minutes",traveltimemode_taximotorcyclebicyclewalkedother_lessthan10,Transportation,Travel Time,C08134_042E
517,"TravelTimeMode: Taxi, Motorcycle, Bicycle, Walked or Other 10 to 14 Minutes",traveltimemode_taximotorcyclebicyclewalkedorother_10to14,Transportation,Travel Time,C08134_043E
518,"TravelTimeMode: Taxi, Motorcycle, Bicycle, Walked or Other 15 to 19 Minutes",traveltimemode_taximotorcyclebicyclewalkedorother_15to19,Transportation,Travel Time,C08134_044E
519,"TravelTimeMode: Taxi, Motorcycle, Bicycle, Walked or Other 20 to 24 Minutes",traveltimemode_taximotorcyclebicyclewalkedorother_20to24,Transportation,Travel Time,C08134_045E
520,"TravelTimeMode: Taxi, Motorcycle, Bicycle, Walked or Other 25 to 29 Minutes",traveltimemode_taximotorcyclebicyclewalkedorother_25to29,Transportation,Travel Time,C08134_046E
521,"TravelTimeMode: Taxi, Motorcycle, Bicycle, Walked or Other 30 to 34 Minutes",traveltimemode_taximotorcyclebicyclewalkedorother_30to34,Transportation,Travel Time,C08134_047E
522,"TravelTimeMode: Taxi, Motorcycle, Bicycle, Walked or Other 35 to 44 Minutes",traveltimemode_taximotorcyclebicyclewalkedorother_35to44,Transportation,Travel Time,C08134_048E
523,"TravelTimeMode: Taxi, Motorcycle, Bicycle, Walked or Other 45 to 59 Minutes",traveltimemode_taximotorcyclebicyclewalkedorother_45to59,Transportation,Travel Time,C08134_049E
524,"TravelTimeMode: Taxi, Motorcycle, Bicycle, Walked or Other 60 or More Minutes",traveltimemode_taximotorcyclebicyclewalkedorother_60ormore,Transportation,Travel Time,C08134_050E
525,ForeignBorn: Total Series,fb_total_series,Population,Foreign Born,B08511_001E
526,ForeignBorn: Total Native Born,fb_nativeborn,Population,Foreign Born,B08511_002E
527,ForeignBorn:Total Foreign Born,fb_foreignborn,Population,Foreign Born,B08511_003E
528,"ForeignBorn:Foreign Born, Naturalized US Citizen",fb_foreignborn_naturalizeduscitizen,Population,Foreign Born,B08511_004E
529,"ForeignBorn:Foreign Born, Not a US Citizen",fb_foreignborn_notauscitizen,Population,Foreign Born,B08511_005E
530,Total Educational Attainment by Sex for the Population 25+ Series,attainment_totalbysex_over25_series,Population,Educational Attainment,B15002_001E
531,Ed:Male,attainment_m,Population,Educational Attainment,B15002_002E
532,Ed:Male No Schooling,attainment_m_noschooling,Population,Educational Attainment,B15002_003E
533,Ed:Male Nursery School to 4th Grade,attainment_m_nurseryschoolto4thgrade,Population,Educational Attainment,B15002_004E
534,Ed:Male 5th to 6th Grade,attainment_m_5thto6thgrade,Population,Educational Attainment,B15002_005E
535,Ed:Male 7th to 8th Grade,attainment_m_7thto8thgrade,Population,Educational Attainment,B15002_006E
536,Ed:Male 9th Grade,attainment_m_9thgrade,Population,Educational Attainment,B15002_007E
537,Ed:Male 10th Grade,attainment_m_10thgrade,Population,Educational Attainment,B15002_008E
538,Ed:Male 11th Grade,attainment_m_11thgrade,Population,Educational Attainment,B15002_009E
539,Ed:Male 12th Grade No Diploma,attainment_m_12thgradenodiploma,Population,Educational Attainment,B15002_010E
540,Ed:Male High School Diploma or Equivalent,attainment_m_highschooldiplomaorequivalent,Population,Educational Attainment,B15002_011E
541,Ed:Male Some College Less than 1 Year,attainment_m_somecollegelessthan1year,Population,Educational Attainment,B15002_012E
542,Ed:Male Some College 1 or More Years No Degree,attainment_m_somecollege1ormoreyearsnodegree,Population,Educational Attainment,B15002_013E
543,Ed:Male Associate's Degree,attainment_m_associatesdegree,Population,Educational Attainment,B15002_014E
544,Ed:Male Bachelor's Degree,attainment_m_bachelorsdegree,Population,Educational Attainment,B15002_015E
545,Ed:Male Master's Degree,attainment_m_mastersdegree,Population,Educational Attainment,B15002_016E
546,Ed:Male Professional School Degree,attainment_m_professionalschooldegree,Population,Educational Attainment,B15002_017E
547,Ed:Male Doctorate Degree,attainment_m_doctoratedegree,Population,Educational Attainment,B15002_018E
548,Ed:Female,attainment_f,Population,Educational Attainment,B15002_019E
549,Ed:Female No Schooling,attainment_f_noschooling,Population,Educational Attainment,B15002_020E
550,Ed:Female Nursery School to 4th Grade,attainment_f_nurseryschoolto4thgrade,Population,Educational Attainment,B15002_021E
551,Ed:Female 5th to 6th Grade,attainment_f_5thto6thgrade,Population,Educational Attainment,B15002_022E
552,Ed:Female 7th to 8th Grade,attainment_f_7thto8thgrade,Population,Educational Attainment,B15002_023E
553,Ed:Female 9th Grade,attainment_f_9thgrade,Population,Educational Attainment,B15002_024E
554,Ed:Female 10th Grade,attainment_f_10thgrade,Population,Educational Attainment,B15002_025E
555,Ed:Female 11th Grade,attainment_f_11thgrade,Population,Educational Attainment,B15002_026E
556,Ed:Female 12th Grade No Diploma,attainment_f_12thgradenodiploma,Population,Educational Attainment,B15002_027E
557,Ed:Female High School Diploma or Equivalent,attainment_f_highschooldiplomaorequivalent,Population,Educational Attainment,B15002_028E
558,Ed:Female Some College Less than 1 Year,attainment_f_somecollegelessthan1year,Population,Educational Attainment,B15002_029E
559,Ed:Female Some College 1 or More Years No Degree,attainment_f_somecollege1ormoreyearsnodegree,Population,Educational Attainment,B15002_030E
560,Ed:Female Associate's Degree,attainment_f_associatesdegree,Population,Educational Attainment,B15002_031E
561,Ed:Female Bachelor's Degree,attainment_f_bachelorsdegree,Population,Educational Attainment,B15002_032E
562,Ed:Female Master's Degree,attainment_f_mastersdegree,Population,Educational Attainment,B15002_033E
563,Ed:Female Professional School Degree,attainment_f_professionalschooldegree,Population,Educational Attainment,B15002_034E
564,Ed:Female Doctorate Degree,attainment_f_doctoratedegree,Population,Educational Attainment,B15002_035E
